"","personalWeight","sex","race","state","hisp","tech"
"35196",102,"Female","White","Michigan","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35197",79,"Male","White","New Jersey","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35198",324,"Female","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35199",158,"Male","White","Kansas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35200",256,"Female","Black","Texas","1","CMM-COMPUTER PROGRAMMERS"
"35201",70,"Male","White","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35202",58,"Male","White","Arizona","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35203",65,"Male","Asian","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35204",61,"Male","White","Indiana","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35205",74,"Male","White","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35206",143,"Male","Asian","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35207",132,"Male","White","Michigan","1","CMM-INFORMATION SECURITY ANALYSTS"
"35208",134,"Male","White","Arizona","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35209",65,"Male","White","Kentucky","1","CMM-COMPUTER PROGRAMMERS"
"35210",70,"Male","White","Washington","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35211",70,"Female","Asian","Washington","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35212",61,"Male","White","Indiana","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35213",177,"Male","Asian","Kansas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35214",32,"Female","Black","New York","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35215",285,"Female","White","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35216",439,"Male","White","Texas","1","CMM-COMPUTER PROGRAMMERS"
"35217",289,"Male","Hispanic","Texas","2","CMM-COMPUTER SUPPORT SPECIALISTS"
"35218",46,"Female","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35219",75,"Male","White","Pennsylvania","1","CMM-COMPUTER PROGRAMMERS"
"35220",56,"Male","White","Hawaii","1","CMM-INFORMATION SECURITY ANALYSTS"
"35221",141,"Male","Black","New York","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35222",97,"Male","Black","Louisiana","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35223",58,"Female","White","Maryland","1","CMM-INFORMATION SECURITY ANALYSTS"
"35224",125,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35225",446,"Male","White","Arizona","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35226",84,"Male","Asian","Massachusetts","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35227",89,"Male","White","Utah","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35228",52,"Female","White","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35229",71,"Male","Asian","Virginia","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35230",80,"Female","Asian","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35231",47,"Male","Hispanic","California","4","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35232",74,"Male","White","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35233",113,"Male","White","Virginia","1","CMM-WEB DEVELOPERS"
"35234",122,"Male","White","New Jersey","1","CMM-COMPUTER PROGRAMMERS"
"35235",51,"Female","Black","Virginia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35236",79,"Male","White","Michigan","1","CMM-COMPUTER PROGRAMMERS"
"35237",137,"Male","Black","Illinois","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35238",60,"Female","White","Pennsylvania","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35239",163,"Female","White","California","1","CMM-COMPUTER PROGRAMMERS"
"35240",85,"Female","White","Illinois","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35241",83,"Male","White","Pennsylvania","1","CMM-DATABASE ADMINISTRATORS"
"35242",76,"Male","Black","California","1","CMM-COMPUTER NETWORK ARCHITECTS"
"35243",66,"Female","White","Colorado","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35244",50,"Female","Black","Florida","1","CMM-COMPUTER PROGRAMMERS"
"35245",65,"Male","White","Washington","1","CMM-COMPUTER PROGRAMMERS"
"35246",74,"Male","Hispanic","California","15","CMM-COMPUTER SYSTEMS ANALYSTS"
"35247",180,"Male","Asian","California","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35248",52,"Male","White","New Jersey","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35249",144,"Male","White","Arizona","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35250",58,"Male","White","Virginia","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35251",145,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35252",60,"Male","Asian","Illinois","1","CMM-COMPUTER PROGRAMMERS"
"35253",120,"Male","White","Texas","1","CMM-WEB DEVELOPERS"
"35254",97,"Female","Black","New Jersey","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35255",56,"Male","White","Georgia","1","CMM-DATABASE ADMINISTRATORS"
"35256",180,"Male","Two or More Races","California","1","CMM-WEB DEVELOPERS"
"35257",224,"Male","Asian","North Carolina","1","CMM-COMPUTER PROGRAMMERS"
"35258",169,"Female","Asian","North Carolina","1","CMM-COMPUTER PROGRAMMERS"
"35259",90,"Male","White","Oregon","1","CMM-COMPUTER AND INFORMATION RESEARCH SCIENTISTS"
"35260",29,"Male","White","Florida","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35261",63,"Male","Hispanic","Texas","5","CMM-COMPUTER PROGRAMMERS"
"35262",117,"Male","White","New Hampshire","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35263",104,"Male","White","Ohio","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35264",124,"Male","White","Minnesota","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35265",123,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35266",107,"Female","Asian","New York","1","CMM-COMPUTER PROGRAMMERS"
"35267",106,"Male","Asian","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35268",180,"Female","Asian","New York","1","CMM-COMPUTER PROGRAMMERS"
"35269",133,"Male","White","New Jersey","1","CMM-DATABASE ADMINISTRATORS"
"35270",130,"Female","White","Georgia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35271",223,"Female","Hispanic","Colorado","21","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35272",42,"Male","White","California","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35273",88,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35274",126,"Male","White","North Carolina","1","CMM-COMPUTER PROGRAMMERS"
"35275",149,"Male","Black","Alabama","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35276",78,"Male","White","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35277",71,"Male","White","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35278",92,"Female","White","Texas","1","CMM-WEB DEVELOPERS"
"35279",112,"Male","White","Maine","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35280",38,"Female","White","Virginia","1","CMM-DATABASE ADMINISTRATORS"
"35281",67,"Male","White","Virginia","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35282",148,"Male","White","Missouri","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35283",69,"Male","Asian","Utah","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35284",34,"Female","Hispanic","Massachusetts","3","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35285",91,"Male","White","Florida","1","CMM-INFORMATION SECURITY ANALYSTS"
"35286",73,"Male","White","Oregon","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35287",176,"Male","Some other race alone","Florida","1","CMM-COMPUTER PROGRAMMERS"
"35288",124,"Male","White","Massachusetts","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35289",122,"Male","Hispanic","Georgia","24","CMM-COMPUTER SYSTEMS ANALYSTS"
"35290",44,"Male","Asian","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35291",155,"Male","Asian","New York","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35292",72,"Male","White","Massachusetts","1","CMM-COMPUTER AND INFORMATION RESEARCH SCIENTISTS"
"35293",129,"Male","Black","Illinois","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35294",108,"Male","White","Ohio","1","CMM-WEB DEVELOPERS"
"35295",85,"Female","Black","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35296",25,"Male","White","Michigan","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35297",79,"Male","White","California","1","CMM-COMPUTER PROGRAMMERS"
"35298",94,"Male","White","New Jersey","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35299",308,"Male","White","Utah","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35300",75,"Male","White","New York","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35301",629,"Male","White","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35302",66,"Female","White","Minnesota","1","ENG-COMPUTER HARDWARE ENGINEERS"
"35303",75,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35304",16,"Female","White","Colorado","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35305",26,"Male","Hispanic","Pennsylvania","23","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35306",143,"Female","White","Minnesota","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35307",151,"Male","White","Ohio","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35308",56,"Female","White","Colorado","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35309",63,"Male","White","Colorado","1","CMM-COMPUTER PROGRAMMERS"
"35310",27,"Male","White","Ohio","1","CMM-INFORMATION SECURITY ANALYSTS"
"35311",161,"Male","White","Wisconsin","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35312",161,"Male","Asian","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35313",27,"Male","White","Indiana","1","CMM-COMPUTER PROGRAMMERS"
"35314",46,"Male","White","Colorado","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35315",208,"Male","Hispanic","New York","17","CMM-COMPUTER SUPPORT SPECIALISTS"
"35316",69,"Male","Asian","California","1","CMM-COMPUTER NETWORK ARCHITECTS"
"35317",85,"Male","White","Indiana","1","CMM-COMPUTER PROGRAMMERS"
"35318",119,"Male","White","Washington","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35319",121,"Male","White","Virginia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35320",79,"Female","Two or More Races","California","1","CMM-DATABASE ADMINISTRATORS"
"35321",81,"Female","White","Pennsylvania","1","CMM-INFORMATION SECURITY ANALYSTS"
"35322",41,"Female","White","New Jersey","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35323",70,"Male","Asian","Maryland","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35324",59,"Female","White","South Carolina","1","CMM-COMPUTER PROGRAMMERS"
"35325",247,"Male","White","California","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35326",47,"Male","White","New Jersey","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35327",47,"Female","White","Missouri","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35328",87,"Male","White","California","1","CMM-COMPUTER AND INFORMATION RESEARCH SCIENTISTS"
"35329",72,"Male","White","Michigan","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35330",107,"Male","White","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35331",70,"Male","White","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35332",53,"Female","White","North Carolina","1","CMM-DATABASE ADMINISTRATORS"
"35333",52,"Male","Hispanic","Illinois","2","CMM-COMPUTER SYSTEMS ANALYSTS"
"35334",152,"Female","White","Georgia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35335",71,"Male","Hispanic","Texas","2","CMM-COMPUTER SYSTEMS ANALYSTS"
"35336",224,"Female","White","Georgia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35337",58,"Male","White","Virginia","1","CMM-COMPUTER PROGRAMMERS"
"35338",44,"Male","White","Arizona","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35339",181,"Male","Black","Louisiana","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35340",205,"Male","Asian","South Carolina","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35341",81,"Male","Asian","Maryland","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35342",137,"Male","Asian","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35343",70,"Male","Asian","New Jersey","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35344",87,"Male","White","Texas","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35345",10,"Male","White","Kentucky","1","CMM-COMPUTER PROGRAMMERS"
"35346",64,"Male","White","Nevada","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35347",53,"Male","Hispanic","Texas","2","CMM-COMPUTER NETWORK ARCHITECTS"
"35348",19,"Male","White","North Carolina","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35349",99,"Female","White","New York","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35350",78,"Male","White","Pennsylvania","1","CMM-COMPUTER PROGRAMMERS"
"35351",119,"Male","White","North Carolina","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35352",130,"Male","White","Ohio","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35353",304,"Male","Black","Hawaii","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35354",84,"Male","White","Idaho","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35355",78,"Male","White","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35356",110,"Male","Asian","Michigan","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35357",123,"Male","White","California","1","CMM-COMPUTER PROGRAMMERS"
"35358",104,"Male","White","Missouri","1","CMM-COMPUTER PROGRAMMERS"
"35359",70,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35360",38,"Male","White","Illinois","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35361",48,"Male","White","California","1","CMM-DATABASE ADMINISTRATORS"
"35362",82,"Male","White","Virginia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35363",57,"Male","White","Georgia","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35364",87,"Male","White","Colorado","1","CMM-COMPUTER PROGRAMMERS"
"35365",181,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35366",97,"Female","Asian","New York","1","CMM-WEB DEVELOPERS"
"35367",90,"Female","Asian","New York","1","CMM-WEB DEVELOPERS"
"35368",71,"Female","White","Missouri","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35369",92,"Male","White","Illinois","1","CMM-COMPUTER PROGRAMMERS"
"35370",109,"Male","White","Texas","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35371",304,"Female","Hispanic","Maryland","3","CMM-COMPUTER SYSTEMS ANALYSTS"
"35372",130,"Male","White","North Carolina","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35373",126,"Male","White","Pennsylvania","1","CMM-COMPUTER PROGRAMMERS"
"35374",113,"Male","White","California","1","CMM-COMPUTER PROGRAMMERS"
"35375",81,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35376",122,"Male","White","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35377",204,"Male","Asian","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35378",141,"Female","Black","Florida","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35379",103,"Female","White","Michigan","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35380",31,"Male","White","California","1","CMM-WEB DEVELOPERS"
"35381",72,"Male","White","New York","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35382",118,"Male","Black","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35383",25,"Male","White","New York","1","CMM-COMPUTER PROGRAMMERS"
"35384",70,"Female","White","Oregon","1","CMM-DATABASE ADMINISTRATORS"
"35385",314,"Male","Asian","Missouri","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35386",356,"Male","Black","Louisiana","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35387",44,"Male","White","Pennsylvania","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35388",104,"Male","Black","District of Columbia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35389",108,"Male","Hispanic","Texas","2","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35390",97,"Female","Black","District of Columbia","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35391",159,"Male","Asian","Illinois","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35392",62,"Male","Asian","California","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35393",66,"Male","White","California","1","CMM-COMPUTER AND INFORMATION RESEARCH SCIENTISTS"
"35394",99,"Male","White","Missouri","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35395",60,"Male","White","Georgia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35396",138,"Male","White","Oklahoma","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35397",61,"Male","White","California","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35398",271,"Male","White","New York","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35399",176,"Female","White","New York","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35400",60,"Female","White","Massachusetts","1","CMM-DATABASE ADMINISTRATORS"
"35401",99,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35402",95,"Female","Black","Alabama","1","CMM-WEB DEVELOPERS"
"35403",60,"Male","White","Texas","1","CMM-COMPUTER PROGRAMMERS"
"35404",61,"Female","Asian","New York","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35405",58,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35406",81,"Female","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35407",73,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35408",183,"Male","Asian","Connecticut","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35409",59,"Male","White","Pennsylvania","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35410",71,"Male","White","Virginia","1","CMM-COMPUTER PROGRAMMERS"
"35411",99,"Female","White","Illinois","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35412",4,"Female","White","Pennsylvania","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35413",43,"Female","White","Wyoming","1","CMM-DATABASE ADMINISTRATORS"
"35414",55,"Male","Asian","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35415",45,"Male","White","New York","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35416",66,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35417",105,"Male","White","Tennessee","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35418",124,"Male","White","Colorado","1","CMM-COMPUTER PROGRAMMERS"
"35419",124,"Male","White","New York","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35420",88,"Male","White","Pennsylvania","1","CMM-WEB DEVELOPERS"
"35421",144,"Male","White","North Carolina","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35422",72,"Female","White","New York","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35423",79,"Male","Hispanic","Florida","4","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35424",92,"Female","White","Virginia","1","CMM-COMPUTER PROGRAMMERS"
"35425",156,"Male","White","Florida","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35426",92,"Male","White","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35427",91,"Male","Asian","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35428",104,"Male","White","Utah","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35429",88,"Male","Asian","Illinois","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35430",64,"Male","White","Colorado","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35431",49,"Male","White","Colorado","1","CMM-COMPUTER PROGRAMMERS"
"35432",135,"Male","Asian","Oregon","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35433",117,"Female","White","Kentucky","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35434",128,"Male","White","Pennsylvania","1","CMM-COMPUTER PROGRAMMERS"
"35435",69,"Male","Hispanic","Florida","19","CMM-COMPUTER SUPPORT SPECIALISTS"
"35436",124,"Male","White","Virginia","1","CMM-COMPUTER PROGRAMMERS"
"35437",63,"Male","White","Massachusetts","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35438",13,"Male","White","Tennessee","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35439",79,"Male","White","Virginia","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35440",56,"Male","Asian","Virginia","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35441",41,"Male","White","Massachusetts","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35442",58,"Male","White","Colorado","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35443",152,"Male","Hispanic","Ohio","3","CMM-COMPUTER SUPPORT SPECIALISTS"
"35444",51,"Female","Asian","California","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35445",127,"Male","Hispanic","District of Columbia","17","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35446",64,"Female","White","Oregon","1","CMM-WEB DEVELOPERS"
"35447",54,"Male","White","Oregon","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35448",137,"Female","Hispanic","New Jersey","11","CMM-COMPUTER SUPPORT SPECIALISTS"
"35449",92,"Male","White","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35450",334,"Male","White","Pennsylvania","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35451",116,"Female","White","Iowa","1","CMM-WEB DEVELOPERS"
"35452",78,"Male","White","New York","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35453",92,"Male","White","Massachusetts","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35454",55,"Male","White","Tennessee","1","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"
"35455",77,"Male","White","Indiana","1","CMM-COMPUTER PROGRAMMERS"
"35456",46,"Male","White","Texas","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35457",66,"Male","Hispanic","Illinois","2","CMM-COMPUTER SUPPORT SPECIALISTS"
"35458",119,"Male","White","Colorado","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35459",219,"Female","Asian","Minnesota","1","CMM-COMPUTER PROGRAMMERS"
"35460",74,"Male","White","Texas","1","CMM-COMPUTER SUPPORT SPECIALISTS"
"35461",80,"Male","Asian","California","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35462",148,"Female","White","Michigan","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35463",229,"Male","White","California","1","CMM-COMPUTER PROGRAMMERS"
"35464",81,"Male","Asian","West Virginia","1","CMM-COMPUTER PROGRAMMERS"
"35465",109,"Male","White","Washington","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35466",87,"Male","White","Pennsylvania","1","CMM-SOFTWARE DEVELOPERS,APPLICATIONS AND SYSTEMS SOFTWARE *"
"35467",84,"Female","Native Hawaiian and Other Pacific Islander alone","New York","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35468",117,"Male","White","New Jersey","1","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
"35469",153,"Male","Asian","California","1","CMM-DATABASE ADMINISTRATORS"
"35470",92,"Male","White","California","1","CMM-COMPUTER OCCUPATIONS, ALL OTHER"
"35471",97,"Male","Asian","Texas","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35472",43,"Male","White","Illinois","1","CMM-COMPUTER SYSTEMS ANALYSTS"
"35473",51,"Male","White","Illinois","1","CMM-COMPUTER SUPPORT SPECIALISTS"
